time,temperature_2m,apparent_temperature,precipitation_probability,precipitation,wind_speed_10m,wind_gusts_10m,relative_humidity_2m,uv_index,Cidade,Data
2026-07-24 06:00:00,24.2,26.9,12,0.0,9.9,21.2,81,0.0,Aracaju - SE,2026-07-24
2026-07-24 07:00:00,24.8,27.3,16,0.1,11.0,24.8,77,0.5,Aracaju - SE,2026-07-24
2026-07-24 08:00:00,25.7,28.0,20,0.1,12.5,30.2,73,1.95,Aracaju - SE,2026-07-24
2026-07-24 09:00:00,26.4,28.4,25,0.1,13.9,34.6,69,3.8,Aracaju - SE,2026-07-24
2026-07-24 10:00:00,26.8,29.0,31,0.1,14.4,36.4,68,5.1,Aracaju - SE,2026-07-24
2026-07-24 11:00:00,27.1,29.8,38,0.1,14.7,37.1,66,6.3,Aracaju - SE,2026-07-24
2026-07-24 12:00:00,27.2,30.3,41,0.1,14.8,37.8,66,6.9,Aracaju - SE,2026-07-24
2026-07-24 13:00:00,27.1,30.2,39,0.0,15.2,38.5,67,6.75,Aracaju - SE,2026-07-24
2026-07-24 14:00:00,26.8,29.5,33,0.0,15.4,38.9,69,5.95,Aracaju - SE,2026-07-24
2026-07-24 15:00:00,26.5,28.5,27,0.0,15.3,39.2,71,4.55,Aracaju - SE,2026-07-24
2026-07-24 16:00:00,26.0,28.3,19,0.0,14.5,39.2,74,2.75,Aracaju - SE,2026-07-24
2026-07-24 17:00:00,25.5,27.9,11,0.0,13.5,39.2,77,1.05,Aracaju - SE,2026-07-24
2026-07-24 18:00:00,25.0,27.6,4,0.0,12.6,37.8,79,0.05,Aracaju - SE,2026-07-24
2026-07-24 19:00:00,24.8,27.5,1,0.1,12.2,33.8,80,0.0,Aracaju - SE,2026-07-24
2026-07-24 20:00:00,24.8,27.4,0,0.1,12.1,28.8,80,0.0,Aracaju - SE,2026-07-24
2026-07-24 21:00:00,24.7,27.4,0,0.1,12.1,25.2,80,0.0,Aracaju - SE,2026-07-24
2026-07-24 22:00:00,24.6,27.3,0,0.0,11.8,24.1,80,0.0,Aracaju - SE,2026-07-24
2026-07-24 23:00:00,24.5,27.1,0,0.0,11.6,24.1,80,0.0,Aracaju - SE,2026-07-24
2026-07-25 00:00:00,24.4,27.0,0,0.0,11.3,24.1,80,0.0,Aracaju - SE,2026-07-25
2026-07-25 01:00:00,24.3,26.8,0,0.0,11.2,23.4,80,0.0,Aracaju - SE,2026-07-25
2026-07-25 02:00:00,24.2,26.7,1,0.0,11.0,22.7,80,0.0,Aracaju - SE,2026-07-25
2026-07-25 03:00:00,24.1,26.6,2,0.0,10.9,22.0,80,0.0,Aracaju - SE,2026-07-25
2026-07-25 04:00:00,24.4,27.1,5,0.1,8.8,24.8,78,0.0,Aracaju - SE,2026-07-25
2026-07-25 05:00:00,24.7,27.3,8,0.1,9.2,25.9,76,0.0,Aracaju - SE,2026-07-25
2026-07-25 06:00:00,25.1,27.5,11,0.1,9.9,27.0,74,0.0,Aracaju - SE,2026-07-25
2026-07-25 07:00:00,25.4,27.8,12,0.1,10.6,27.7,73,0.85,Aracaju - SE,2026-07-25
2026-07-25 08:00:00,25.8,28.0,11,0.1,11.1,28.8,71,2.1,Aracaju - SE,2026-07-25
2026-07-25 09:00:00,26.0,28.1,12,0.1,11.5,29.5,70,3.25,Aracaju - SE,2026-07-25
2026-07-25 10:00:00,26.1,28.4,14,0.0,11.8,29.9,69,4.65,Aracaju - SE,2026-07-25
2026-07-25 11:00:00,26.2,29.0,17,0.0,11.8,30.2,68,6.1,Aracaju - SE,2026-07-25
2026-07-25 12:00:00,26.2,29.3,20,0.0,12.0,30.6,68,6.95,Aracaju - SE,2026-07-25
2026-07-25 13:00:00,26.1,29.2,22,0.0,12.1,30.6,68,6.9,Aracaju - SE,2026-07-25
2026-07-25 14:00:00,26.1,28.8,24,0.0,12.1,31.0,68,6.05,Aracaju - SE,2026-07-25
2026-07-25 15:00:00,25.9,28.0,24,0.0,11.8,31.0,69,4.65,Aracaju - SE,2026-07-25
2026-07-25 16:00:00,25.7,27.9,22,0.0,11.3,31.3,70,2.85,Aracaju - SE,2026-07-25
2026-07-25 17:00:00,25.4,27.7,17,0.0,10.6,31.7,72,1.1,Aracaju - SE,2026-07-25
2026-07-25 18:00:00,25.1,27.6,13,0.0,9.7,32.0,74,0.05,Aracaju - SE,2026-07-25
2026-07-25 19:00:00,24.8,27.5,8,0.0,8.7,32.0,76,0.0,Aracaju - SE,2026-07-25
2026-07-25 20:00:00,24.4,27.3,3,0.0,7.9,31.7,78,0.0,Aracaju - SE,2026-07-25
2026-07-25 21:00:00,24.1,27.2,0,0.0,7.1,30.6,80,0.0,Aracaju - SE,2026-07-25
2026-07-25 22:00:00,23.8,27.0,0,0.0,6.2,28.4,81,0.0,Aracaju - SE,2026-07-25
2026-07-25 23:00:00,23.4,26.7,0,0.0,5.1,25.2,83,0.0,Aracaju - SE,2026-07-25
